,Predicciones,host_response_rate,price,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
11193,21.935683713896687,100.0,836.0,100.0,19.432573,-99.190903,4.0,1.0,2.0,1.0,30.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,20,50,80,170,94.0,19.0,3.0,4.69,4.83,4.7,4.83,4.94,4.97,4.78,31.0,7.0,24.0,0.0,3.55
11205,21.654512016612035,100.0,366.0,99.0,19.43406,-99.16031,2.0,1.0,1.0,3.0,1125.0,1.0,3.0,1125.0,1125.0,3.0,1125.0,,23,53,83,358,9.0,6.0,3.0,4.0,4.22,3.67,4.33,4.33,4.44,3.78,3.0,0.0,3.0,0.0,0.36
11206,21.654512016612035,100.0,2541.0,99.0,19.41187,-99.17569,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,17,46,72,161,39.0,20.0,3.0,4.9,4.97,4.95,5.0,4.97,4.97,4.9,5.0,0.0,5.0,0.0,1.68
11212,21.654512016612035,100.0,2735.0,99.0,19.41329,-99.17685,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,9,28,54,143,82.0,36.0,2.0,4.99,4.99,4.99,4.99,5.0,4.99,4.99,5.0,0.0,5.0,0.0,3.46
11213,21.935683713896687,100.0,200.0,100.0,19.41992,-99.15812,1.0,1.0,1.0,14.0,1125.0,14.0,14.0,1125.0,1125.0,14.0,1125.0,,0,0,0,0,3.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.4,0.9,4.0,0.0,0.17
11215,21.654512016612035,100.0,2100.0,99.0,19.41155,-99.17567,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,13,41,67,156,59.0,29.0,3.0,4.9,4.93,4.98,4.97,4.98,5.0,4.92,5.0,0.0,5.0,0.0,2.49
11216,21.654512016612035,100.0,2046.0,99.0,19.41171,-99.17735,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,16,45,71,160,27.0,20.0,1.0,4.93,4.81,5.0,4.96,4.93,5.0,4.78,5.0,0.0,5.0,0.0,1.88
11219,21.654512016612035,100.0,857.0,99.0,19.44575,-99.14203,2.0,1.0,1.0,2.0,365.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,0,0,3.0,0.0,0.0,5.0,5.0,5.0,4.67,5.0,4.67,5.0,1.0,0.0,1.0,0.0,0.11
11227,21.935683713896687,100.0,700.0,100.0,19.4114785,-99.1643187,2.0,1.0,1.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,,17,47,75,75,12.0,12.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,2.47
11230,21.935683713896687,100.0,613.0,100.0,19.431076049804688,-99.16026306152344,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,25,48,73,250,19.0,9.0,1.0,4.89,4.95,4.95,4.89,5.0,4.95,4.79,22.0,1.0,12.0,9.0,0.88
11236,21.935683713896687,100.0,220.0,100.0,19.31584,-99.0929,2.0,1.0,2.0,2.0,1125.0,1.0,2.0,1125.0,1125.0,2.0,1125.0,,18,48,78,353,12.0,9.0,1.0,5.0,4.92,4.92,5.0,5.0,4.83,5.0,2.0,0.0,2.0,0.0,0.6
11238,21.935683713896687,100.0,549.0,100.0,19.38165,-99.06213,3.0,1.0,2.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,26,301,34.0,8.0,0.0,4.65,4.74,4.82,4.82,4.79,4.59,4.68,3.0,1.0,2.0,0.0,1.28
11242,18.84279504376551,100.0,732.0,89.0,19.40553,-99.17073,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,12,15,45,225,0.0,0.0,0.0,4.65,4.74,4.82,4.82,4.79,4.59,4.68,3.0,1.0,2.0,0.0,1.28
11243,21.935683713896687,100.0,345.0,100.0,19.38252,-99.06239,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,30,60,335,32.0,16.0,0.0,4.88,4.97,4.97,4.97,4.91,4.84,4.91,3.0,1.0,2.0,0.0,1.28
11244,18.84279504376551,100.0,732.0,89.0,19.40586,-99.16898,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,12,15,45,225,1.0,0.0,0.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,0.0,0.04
11245,21.935683713896687,97.0,424.0,100.0,19.42178,-99.17256,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,0,60.0,23.0,0.0,4.5,4.5,4.38,4.73,4.58,4.82,4.57,24.0,6.0,18.0,0.0,2.17
11247,21.935683713896687,100.0,500.0,100.0,19.36262,-99.15545,2.0,1.0,1.0,2.0,90.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,17,46,76,351,10.0,5.0,1.0,5.0,5.0,4.6,4.9,5.0,5.0,4.9,1.0,0.0,1.0,0.0,0.44
11249,21.935683713896687,97.0,391.0,100.0,19.42162,-99.17228,4.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,0,39.0,24.0,1.0,4.54,4.59,4.59,4.77,4.64,4.87,4.59,24.0,6.0,18.0,0.0,1.66
11250,16.031078070918984,100.0,720.0,79.0,19.3762,-99.15936,2.0,1.0,1.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,,30,60,90,365,7.0,5.0,1.0,4.86,4.86,4.86,5.0,5.0,5.0,4.86,3.0,1.0,2.0,0.0,0.26
11251,21.654512016612035,83.0,400.0,99.0,19.39513,-99.10935,3.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,26,56,86,237,15.0,15.0,1.0,4.33,4.2,4.4,4.47,4.8,4.27,4.13,6.0,0.0,6.0,0.0,1.25
11255,21.09216862204273,100.0,947.0,97.0,19.41945,-99.15813,1.0,1.0,1.0,2.0,1125.0,2.0,3.0,1125.0,1125.0,2.1,1125.0,,28,58,88,178,21.0,10.0,1.0,5.0,5.0,4.95,5.0,5.0,5.0,4.9,2.0,1.0,1.0,0.0,1.08
11264,21.935683713896687,100.0,800.0,100.0,19.38818,-99.13911,4.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,23,52,82,172,31.0,15.0,3.0,4.52,4.65,4.87,4.84,4.87,4.16,4.65,3.0,0.0,3.0,0.0,1.61
11265,21.935683713896687,100.0,299.0,100.0,19.29431,-99.17017,1.0,1.0,1.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,,0,0,0,240,4.0,0.0,0.0,4.75,4.75,4.75,5.0,5.0,4.75,4.25,7.0,2.0,5.0,0.0,0.16
11267,21.935683713896687,100.0,261.0,100.0,19.29468,-99.16994,1.0,1.0,1.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,271,2.0,1.0,0.0,4.5,4.5,4.5,4.5,4.5,5.0,4.5,7.0,2.0,5.0,0.0,0.09
11268,21.935683713896687,100.0,220.0,100.0,19.36991,-99.1723,1.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.06
11279,21.935683713896687,100.0,458.0,100.0,19.37347,-99.16892,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,0,39.0,0.0,0.0,4.95,5.0,4.82,4.97,4.92,4.95,4.97,6.0,0.0,6.0,0.0,1.47
11280,21.935683713896687,100.0,202.0,100.0,19.39759,-99.17266,1.0,1.0,1.0,21.0,1125.0,21.0,21.0,1125.0,1125.0,21.0,1125.0,,0,0,0,0,0.0,0.0,0.0,4.95,5.0,4.82,4.97,4.92,4.95,4.97,2.0,0.0,2.0,0.0,1.47
11282,21.654512016612035,100.0,471.0,99.0,19.30945,-99.19314,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,7,27,56,146,155.0,62.0,1.0,4.9,4.9,4.92,4.9,4.88,4.92,4.92,3.0,1.0,2.0,0.0,5.73
11284,21.654512016612035,100.0,1006.0,99.0,19.35441,-99.2,4.0,1.0,2.0,1.0,90.0,1.0,1.0,90.0,90.0,1.0,90.0,,28,58,88,88,0.0,0.0,0.0,4.9,4.9,4.92,4.9,4.88,4.92,4.92,1.0,0.0,1.0,0.0,5.73
11285,21.373340319327383,100.0,780.0,98.0,19.3932,-99.09303,2.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,28,50,80,355,19.0,19.0,1.0,4.84,4.84,5.0,4.89,4.89,4.63,4.63,3.0,0.0,3.0,0.0,1.58
11290,21.373340319327383,100.0,450.0,98.0,19.35001,-99.14207,2.0,1.0,2.0,30.0,31.0,30.0,30.0,31.0,31.0,30.0,31.0,,30,60,90,365,0.0,0.0,0.0,4.84,4.84,5.0,4.89,4.89,4.63,4.63,1.0,0.0,1.0,0.0,1.58
11297,21.373340319327383,100.0,299.0,98.0,19.4242,-99.15837,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,0,0,1.0,0.0,0.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,21.0,0.0,21.0,0.0,0.04
11301,21.654512016612035,100.0,246.0,99.0,19.41343,-99.18116,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,0,0,0,239,33.0,1.0,0.0,4.73,4.73,4.79,4.7,4.7,4.82,4.88,1.0,0.0,1.0,0.0,1.35
11303,21.935683713896687,100.0,872.5,100.0,19.44003,-99.07955,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,1,1,6,6,19.7,7.5,4.0,4.72,4.84,4.86,4.81,4.85,4.74,4.73,9.0,1.0,8.0,0.0,1.2
11305,5.908896968671485,71.0,350.0,43.0,19.36905,-99.1769,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,28,58,88,363,0.0,0.0,0.0,4.72,4.84,4.86,4.81,4.85,4.74,4.73,3.0,1.0,2.0,0.0,1.2
11309,13.781704492641762,86.0,299.0,71.0,19.46102,-99.14843,1.0,1.0,1.0,7.0,365.0,7.0,7.0,365.0,365.0,7.0,365.0,,30,60,90,365,8.0,1.0,0.0,4.5,4.88,4.0,5.0,5.0,4.88,4.88,5.4,0.0,4.1,0.1,0.47
11310,21.654512016612035,100.0,2850.0,99.0,19.41288,-99.17727,2.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,26,56,82,171,34.0,16.0,0.0,4.91,5.0,4.97,4.97,5.0,5.0,5.0,5.0,0.0,5.0,0.0,1.54
11316,21.935683713896687,99.0,409.0,100.0,19.43102,-99.16312,4.0,1.0,2.0,1.0,44.0,1.0,2.0,25.0,1125.0,1.3,813.6,,21,51,81,81,45.0,28.0,4.0,4.82,4.76,4.76,4.87,4.91,4.96,4.73,29.0,0.0,4.1,0.0,1.68
11317,19.71442730534793,100.0,800.0,92.1,19.40664,-99.17807,2.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,28,58,88,178,0.0,0.0,0.0,4.82,4.76,4.76,4.87,4.91,4.96,4.73,2.0,1.0,1.0,0.0,1.68
11323,21.935683713896687,100.0,500.0,100.0,19.38805,-99.17597,2.0,1.0,2.0,2.0,10.0,2.0,2.0,10.0,10.0,2.0,10.0,,0,0,0,272,10.0,3.0,0.0,4.9,4.8,5.0,5.0,4.8,4.9,4.6,2.0,1.0,1.0,0.0,0.45
11325,21.935683713896687,100.0,500.0,100.0,19.366602,-99.263855,1.0,3.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,0,179,9.0,3.0,0.0,4.67,4.44,4.33,4.78,4.56,5.0,4.56,3.0,0.0,3.0,0.0,0.43
11331,21.935683713896687,100.0,7262.0,100.0,19.42799,-99.17796,3.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,0,1.0,1.0,0.0,4.8,4.8,4.8,4.9,4.9,4.9,4.7,1.0,0.0,1.0,0.0,0.19
11332,21.09216862204273,100.0,725.0,97.0,19.40529,-99.16523,2.0,1.0,1.0,2.0,7.0,2.0,2.0,7.0,7.0,2.0,7.0,,11,37,67,67,83.0,55.0,5.0,4.89,4.93,4.92,4.96,4.99,4.82,4.88,9.0,0.0,9.0,0.0,3.69
11333,0.2854630229784316,100.0,349.0,23.0,19.28459,-99.14715,3.0,1.0,2.0,5.0,180.0,5.0,5.0,180.0,180.0,5.0,180.0,,30,60,90,365,4.0,0.0,0.0,4.75,4.75,4.25,4.75,4.75,4.75,5.0,3.0,0.0,3.0,0.0,0.16
11340,21.935683713896687,67.0,500.0,100.0,19.44982,-99.15884,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,29,59,89,364,5.0,2.0,0.0,5.0,5.0,4.8,5.0,5.0,5.0,4.8,1.0,0.0,1.0,0.0,0.19
11342,13.781704492641762,86.0,299.0,71.0,19.46008,-99.14641,1.0,1.0,1.0,7.0,365.0,7.0,7.0,365.0,365.0,7.0,365.0,,30,60,90,365,2.0,0.0,0.0,4.5,4.5,4.5,5.0,5.0,5.0,5.0,5.4,0.0,4.1,0.1,0.09
11343,1.6913215094016945,50.0,293.0,28.0,19.43402,-99.16082,1.0,1.0,1.0,1.0,90.0,1.0,1.0,90.0,90.0,1.0,90.0,,6,35,65,155,20.0,5.0,0.0,4.65,4.4,4.75,4.95,4.65,4.9,4.8,2.0,0.0,2.0,0.0,0.97
11346,21.935683713896687,100.0,799.0,100.0,19.432573,-99.190903,4.0,1.0,2.0,1.0,30.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,13,43,73,163,108.0,51.0,2.0,4.76,4.82,4.78,4.84,4.88,4.96,4.74,31.0,7.0,24.0,0.0,4.1
11347,21.935683713896687,95.0,1265.0,100.0,19.44651,-99.1526,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,277,19.7,7.5,0.6,4.61,4.68,4.63,4.85,4.69,4.86,4.7,7.0,0.0,7.0,0.0,1.2
11348,21.935683713896687,100.0,726.0,100.0,19.41199,-99.17561,2.0,1.0,1.0,1.0,1125.0,1.0,2.0,1125.0,1125.0,1.4,1125.0,,5,30,60,335,57.0,21.0,0.0,4.81,4.84,4.84,4.72,4.96,5.0,4.82,11.0,2.0,9.0,0.0,2.15
11352,21.935683713896687,95.0,1191.0,100.0,19.44827,-99.15443,3.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,27,57,87,275,19.7,63.0,0.0,4.61,4.66,4.55,4.79,4.61,4.86,4.71,7.0,0.0,7.0,0.0,1.2
11357,21.935683713896687,95.0,979.0,100.0,19.34171,-99.16776,6.0,3.0,3.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,,30,60,90,365,1.0,1.0,0.0,4.8,4.8,5.0,4.9,4.9,5.0,3.0,1.0,0.0,1.0,0.0,0.14
11358,21.935683713896687,100.0,817.0,100.0,19.41258,-99.17444,2.0,1.0,1.0,1.0,1125.0,1.0,2.0,1125.0,1125.0,1.4,1125.0,,16,33,49,302,19.0,2.0,0.0,4.79,4.95,5.0,4.84,5.0,5.0,4.79,11.0,2.0,9.0,0.0,0.72
11359,21.935683713896687,100.0,840.0,100.0,19.41258,-99.17444,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,9,26,51,297,30.0,4.0,0.0,4.77,4.97,4.63,4.93,4.97,5.0,4.63,11.0,2.0,9.0,0.0,1.14
11361,21.935683713896687,100.0,817.0,100.0,19.41344,-99.1755,2.0,1.0,1.0,1.0,90.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,10,22,52,327,27.0,9.0,2.0,4.56,4.59,4.74,4.63,4.78,4.96,4.52,11.0,2.0,9.0,0.0,1.02
11365,13.781704492641762,86.0,399.0,71.0,19.46159,-99.14672,4.0,1.0,4.0,7.0,365.0,7.0,7.0,365.0,365.0,7.0,365.0,,23,53,83,358,4.0,0.0,0.0,5.0,4.75,5.0,4.75,5.0,5.0,5.0,5.4,0.0,4.1,0.1,0.18
11367,21.935683713896687,100.0,348.0,100.0,19.40572,-99.15708,1.0,1.0,1.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,,0,0,0,271,2.0,1.0,0.0,3.5,3.5,3.0,5.0,4.5,3.5,3.5,4.0,1.0,3.0,0.0,0.1
11369,21.935683713896687,100.0,677.0,100.0,19.41258,-99.17444,2.0,1.0,1.0,1.0,1125.0,1.0,2.0,1125.0,1125.0,1.4,1125.0,,12,36,66,341,18.0,8.0,0.0,4.72,4.78,4.61,4.83,4.78,4.94,4.44,11.0,2.0,9.0,0.0,0.71
11370,12.65701770350315,100.0,370.0,67.0,19.44711,-99.10481,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,30,60,90,365,10.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,4.6,4.8,1.0,0.0,1.0,0.0,0.38
11377,21.935683713896687,100.0,454.0,100.0,19.3985,-99.17298,1.0,1.0,1.0,3.0,15.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,28,58,88,178,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.6,4.8,1.0,0.0,1.0,0.0,0.38
11378,21.935683713896687,100.0,457.0,100.0,19.43899,-99.08089,2.0,1.0,1.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,25.0,13.0,2.0,4.24,4.16,4.08,4.88,4.84,4.8,4.48,3.0,0.0,3.0,0.0,0.94
11385,21.09216862204273,100.0,476.0,97.0,19.45537,-99.14677,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,180,33.0,11.0,3.0,4.58,4.64,4.52,4.73,4.7,4.82,4.58,6.0,0.0,6.0,0.0,1.27
11388,21.935683713896687,100.0,519.0,100.0,19.42858,-99.19303,1.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,0,15.0,8.0,0.0,4.53,4.6,4.47,4.93,4.93,5.0,4.27,4.0,0.0,4.0,0.0,0.88
11389,21.654512016612035,99.0,329.0,99.0,19.43812,-99.13676,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,22,52,82,172,67.0,45.0,3.0,4.58,4.64,4.6,4.75,4.81,4.69,4.72,18.0,2.0,16.0,0.0,2.91
11392,19.96748183290412,100.0,300.0,93.0,19.44628,-99.09564,2.0,1.0,2.0,1.0,30.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,26,301,27.0,10.0,0.0,4.81,5.0,4.81,4.67,4.7,4.96,4.89,1.0,0.0,1.0,0.0,1.05
11393,21.654512016612035,99.0,339.0,99.0,19.43725,-99.13649,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,22,52,82,172,119.0,59.0,4.0,4.45,4.56,4.46,4.71,4.75,4.84,4.5,18.0,2.0,16.0,0.0,4.63
11398,21.935683713896687,100.0,200.0,100.0,19.4184,-99.15826,1.0,1.0,1.0,7.0,1125.0,7.0,7.0,1125.0,1125.0,7.0,1125.0,,22,52,82,82,8.0,4.0,0.0,3.63,4.13,4.75,4.38,3.5,5.0,3.5,5.4,0.9,4.0,0.0,0.34
11399,21.373340319327383,100.0,514.0,98.0,19.4003,-99.17218,2.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,23,52,82,357,18.0,5.0,1.0,4.67,4.94,4.22,4.89,4.89,4.94,4.67,3.0,0.0,3.0,0.0,0.7
11401,21.373340319327383,100.0,450.0,98.0,19.39916,-99.17224,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,28,58,88,363,18.0,4.0,0.0,4.78,4.94,4.89,5.0,4.94,4.94,4.72,3.0,0.0,3.0,0.0,0.69
11404,21.935683713896687,100.0,956.0,100.0,19.42048,-99.15781,1.0,1.0,1.0,3.0,60.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,23,53,83,358,18.0,14.0,0.0,5.0,4.94,4.83,5.0,4.94,5.0,4.94,2.0,0.0,2.0,0.0,1.29
11405,21.935683713896687,100.0,621.0,100.0,19.36187,-99.151,2.0,1.0,1.0,2.0,28.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,26,51,81,356,24.0,13.0,1.0,4.83,4.67,4.96,4.88,4.96,4.88,4.58,1.0,0.0,1.0,0.0,1.01
11406,21.09216862204273,100.0,315.0,97.0,19.41871,-99.17694,2.0,1.0,1.0,10.0,365.0,10.0,10.0,1125.0,1125.0,10.0,1125.0,,10,18,43,43,49.0,26.0,0.0,4.82,4.88,4.71,4.86,4.78,4.92,4.86,1.0,0.0,1.0,0.0,1.85
11409,21.373340319327383,100.0,406.0,98.0,19.39952,-99.1721,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,18,48,77,77,24.0,5.0,1.0,4.79,5.0,4.58,4.96,4.88,4.96,4.88,3.0,0.0,3.0,0.0,0.94
11419,21.373340319327383,100.0,3000.0,98.0,19.35173,-99.06708,2.0,1.0,1.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,365,0.0,0.0,0.0,4.79,5.0,4.58,4.96,4.88,4.96,4.88,1.0,0.0,1.0,0.0,0.94
11420,21.935683713896687,100.0,325.0,100.0,19.32076,-99.11587,1.0,1.0,1.0,4.0,1125.0,4.0,4.0,1125.0,1125.0,4.0,1125.0,,1,9,39,129,5.0,1.0,0.0,4.6,4.8,4.0,4.6,5.0,5.0,4.6,7.0,0.0,7.0,0.0,0.21
11427,21.935683713896687,100.0,349.0,100.0,19.43918,-99.07963,1.0,1.0,1.0,1.0,28.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,23,53,83,83,19.7,7.5,0.6,4.83,4.91,4.97,4.92,4.94,4.82,4.88,4.0,0.0,4.0,0.0,1.2
11438,21.935683713896687,100.0,413.0,100.0,19.258,-99.10459,2.0,1.0,1.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,,27,57,87,362,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.09
11441,19.71442730534793,100.0,350.0,92.1,19.406,-99.15864,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,0,24,114,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0,0.09
11445,21.935683713896687,100.0,305.0,100.0,19.44093,-99.14849,2.0,1.0,2.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,27,57,87,362,7.0,6.0,1.0,4.86,4.71,4.71,4.71,4.57,4.71,4.71,1.0,0.0,1.0,0.0,0.56
11446,21.935683713896687,95.4,300.0,100.0,19.37459,-99.15966,1.0,1.0,2.0,14.0,1125.0,14.0,14.0,1125.0,1125.0,14.0,1125.0,,30,60,90,365,0.0,0.0,0.0,4.86,4.71,4.71,4.71,4.57,4.71,4.71,1.0,0.0,1.0,0.0,0.56
11447,21.935683713896687,95.4,5600.0,100.0,19.29156,-99.15516,1.0,1.0,1.0,30.0,1125.0,30.0,30.0,1125.0,1125.0,30.0,1125.0,,30,60,90,365,0.0,0.0,0.0,4.86,4.71,4.71,4.71,4.57,4.71,4.71,1.0,0.0,1.0,0.0,0.56
11449,19.68631013561947,100.0,550.0,92.0,19.35757,-99.15686,1.0,1.0,1.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,,30,60,90,365,7.0,1.0,1.0,3.86,3.86,4.86,4.71,3.57,4.43,4.29,11.0,0.0,11.0,0.0,0.34
11451,21.373340319327383,100.0,201.0,98.0,19.33308,-99.2,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,0,0,0,88,12.0,5.0,0.0,5.0,4.92,4.83,5.0,5.0,4.83,4.92,5.0,0.0,5.0,0.0,0.48
11455,21.935683713896687,95.0,1357.0,100.0,19.47366188608841,-99.13928647795576,4.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,26,56,86,360,16.0,10.0,0.0,4.88,4.81,4.75,4.88,4.88,4.69,4.63,10.0,0.0,10.0,0.0,0.62
11460,21.935683713896687,95.0,1371.0,100.0,19.47454,-99.13834,2.0,1.0,2.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,27,55,85,359,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,0.0,10.0,0.0,0.14
11464,19.405138438334813,90.0,500.0,91.0,19.40291,-99.17012,2.0,1.0,1.0,2.0,15.0,2.0,2.0,15.0,15.0,2.0,15.0,,17,47,77,352,44.0,32.0,0.0,4.91,4.95,4.84,4.93,4.89,4.95,4.98,2.0,0.0,2.0,0.0,2.13
11465,19.71442730534793,33.0,494.0,92.1,19.41349,-99.1633,2.0,1.0,1.0,1.0,60.0,1.0,1.0,60.0,60.0,1.0,60.0,,28,58,88,363,2.0,1.0,0.0,4.5,4.0,3.0,4.5,5.0,5.0,4.0,1.0,0.0,1.0,0.0,0.08
11466,21.935683713896687,100.0,550.0,100.0,19.42363,-99.14199,1.0,2.0,1.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,,28,58,88,88,0.0,0.0,0.0,4.5,4.0,3.0,4.5,5.0,5.0,4.0,1.0,0.0,1.0,0.0,0.08
11467,21.935683713896687,100.0,700.0,100.0,19.38824,-99.13911,2.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,,30,60,90,180,24.0,15.0,3.0,4.83,4.83,4.83,5.0,4.92,4.83,4.67,3.0,0.0,3.0,0.0,0.94
11487,21.935683713896687,95.4,300.0,100.0,19.38358,-99.22621,4.0,1.0,2.0,2.0,1125.0,2.0,2.0,1125.0,1125.0,2.0,1125.0,,30,60,90,365,0.0,0.0,0.0,4.83,4.83,4.83,5.0,4.92,4.83,4.67,2.0,1.0,1.0,0.0,0.94
11489,9.845300730656621,95.4,320.0,57.0,19.4205,-99.1528,1.0,1.0,1.0,3.0,365.0,3.0,3.0,1125.0,1125.0,3.0,1125.0,,0,28,58,148,0.0,0.0,0.0,4.83,4.83,4.83,5.0,4.92,4.83,4.67,2.0,0.0,2.0,0.0,0.94
